设备大类,device_id,类型,英文名,中文描述,参数(名:类型),PLC节点,交互模式
高温恒温槽,high_temp_thermostatic_bath,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
高温恒温槽,high_temp_thermostatic_bath,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
高温恒温槽,high_temp_thermostatic_bath,property,status,设备运行状态,str,设备运行状态,读状态
高温恒温槽,high_temp_thermostatic_bath,property,fault,故障,bool,故障,读状态
高温恒温槽,high_temp_thermostatic_bath,property,idle,空闲,bool,空闲,读状态
高温恒温槽,high_temp_thermostatic_bath,property,device_ready,设备就绪,bool,设备就绪,读状态
高温恒温槽,high_temp_thermostatic_bath,property,fault_code,故障代码,int,故障代码,读状态
高温恒温槽,high_temp_thermostatic_bath,property,current_run_step,当前运行步骤,int,当前运行步骤,读状态
高温恒温槽,high_temp_thermostatic_bath,property,current_temperature,当前温度,float,当前温度,读状态
高温恒温槽,high_temp_thermostatic_bath,property,current_heating_power,实际加热功率,float,实际加热功率,读状态
高温恒温槽,high_temp_thermostatic_bath,property,current_circulation_pump_speed,实际循环泵转速,float,实际循环泵转速,读状态
高温恒温槽,high_temp_thermostatic_bath,property,liquid_level,液位监测,float,液位监测,读状态
高温恒温槽,high_temp_thermostatic_bath,property,pressure,压力监测,float,压力监测,读状态
高温恒温槽,high_temp_thermostatic_bath,property,remaining_hold_time,剩余恒温时间,float,剩余恒温时间,读状态
高温恒温槽,high_temp_thermostatic_bath,property,temperature_deviation,温度偏差,float,温度偏差,读状态
高温恒温槽,high_temp_thermostatic_bath,action,set_overtemp_protection_threshold,设置过温保护阈值,overtemp_protection_threshold:float,过温保护阈值设置,写设定值
高温恒温槽,high_temp_thermostatic_bath,action,set_temperature_calibration,设置温度校准值,temperature_calibration:float,温度校准值设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_temp_control_precision,设置控温精度,temp_control_precision:int,控温精度设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_heating_power,设置加热功率,heating_power:float,加热功率设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_cooling_power,设置制冷功率,cooling_power:float,制冷功率设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_circulation_pump_speed,设置循环泵转速,circulation_pump_speed:float,循环泵转速设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_hold_time,设置恒温时间,hold_time:float,恒温时间设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
高低温恒温槽,high_low_temp_thermostatic_bath,property,status,设备运行状态,str,设备运行状态,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,fault,故障,bool,故障,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,idle,空闲,bool,空闲,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,device_ready,设备就绪,bool,设备就绪,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,fault_code,故障代码,int,故障代码,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,current_run_step,当前运行步骤,int,当前运行步骤,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,current_temperature,当前温度,float,当前温度,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,current_heating_power,实际加热功率,float,实际加热功率,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,current_cooling_power,实际制冷功率,float,实际制冷功率,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,current_circulation_pump_speed,实际循环泵转速,float,实际循环泵转速,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,liquid_level,液位监测,float,液位监测,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,pressure,压力监测,float,压力监测,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,remaining_hold_time,剩余恒温时间,float,剩余恒温时间,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,cooling_system_state,制冷系统状态,int,制冷系统状态,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,property,temperature_deviation,温度偏差,float,温度偏差,读状态
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_overtemp_protection_threshold,设置过温保护阈值,overtemp_protection_threshold:float,过温保护阈值设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_overpressure_protection_threshold,设置过压保护阈值,overpressure_protection_threshold:float,过压保护阈值设置,写设定值
高低温恒温槽,high_low_temp_thermostatic_bath,action,set_temperature_calibration,设置温度校准值,temperature_calibration:float,温度校准值设置,写设定值
低温恒温槽,low_temp_thermostatic_bath,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
低温恒温槽,low_temp_thermostatic_bath,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
低温恒温槽,low_temp_thermostatic_bath,action,set_temp_control_precision,设置控温精度,temp_control_precision:int,控温精度设置,写设定值
低温恒温槽,low_temp_thermostatic_bath,action,set_cooling_power,设置制冷功率,cooling_power:float,制冷功率设置,写设定值
低温恒温槽,low_temp_thermostatic_bath,action,set_circulation_pump_speed,设置循环泵转速,circulation_pump_speed:float,循环泵转速设置,写设定值
低温恒温槽,low_temp_thermostatic_bath,action,set_hold_time,设置恒温时间,hold_time:float,恒温时间设置,写设定值
低温恒温槽,low_temp_thermostatic_bath,action,set_defrost_interval,设置除霜间隔,defrost_interval:float,除霜间隔设置,写设定值
低温恒温槽,low_temp_thermostatic_bath,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
低温恒温槽,low_temp_thermostatic_bath,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
低温恒温槽,low_temp_thermostatic_bath,property,status,设备运行状态,str,设备运行状态,读状态
低温恒温槽,low_temp_thermostatic_bath,property,fault,故障,bool,故障,读状态
低温恒温槽,low_temp_thermostatic_bath,property,idle,空闲,bool,空闲,读状态
低温恒温槽,low_temp_thermostatic_bath,property,device_ready,设备就绪,bool,设备就绪,读状态
低温恒温槽,low_temp_thermostatic_bath,property,fault_code,故障代码,int,故障代码,读状态
低温恒温槽,low_temp_thermostatic_bath,property,current_run_step,当前运行步骤,int,当前运行步骤,读状态
低温恒温槽,low_temp_thermostatic_bath,property,current_temperature,当前温度,float,当前温度,读状态
低温恒温槽,low_temp_thermostatic_bath,property,current_cooling_power,实际制冷功率,float,实际制冷功率,读状态
低温恒温槽,low_temp_thermostatic_bath,property,current_circulation_pump_speed,实际循环泵转速,float,实际循环泵转速,读状态
低温恒温槽,low_temp_thermostatic_bath,property,liquid_level,液位监测,float,液位监测,读状态
低温恒温槽,low_temp_thermostatic_bath,property,pressure,压力监测,float,压力监测,读状态
低温恒温槽,low_temp_thermostatic_bath,property,remaining_hold_time,剩余恒温时间,float,剩余恒温时间,读状态
低温恒温槽,low_temp_thermostatic_bath,property,cooling_system_state,制冷系统状态,int,制冷系统状态,读状态
低温恒温槽,low_temp_thermostatic_bath,property,temperature_deviation,温度偏差,float,温度偏差,读状态
低温恒温槽,low_temp_thermostatic_bath,action,set_low_temp_protection_threshold,设置过低温保护阈值,low_temp_protection_threshold:float,过低温保护阈值设置,写设定值
低温恒温槽,low_temp_thermostatic_bath,action,set_overpressure_protection_threshold,设置过压保护阈值,overpressure_protection_threshold:float,过压保护阈值设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,initialize,初始化,,初始化触发 / 初始化完成,写触发→等完成→复位
振荡恒温槽,shaking_thermostatic_bath,action,set_mode,设置运行模式,mode:str,运行模式设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,set_temp_control_precision,设置控温精度,temp_control_precision:int,控温精度设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,set_heating_power,设置加热功率,heating_power:float,加热功率设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,set_oscillation_frequency,设置振荡频率,oscillation_frequency:float,振荡频率设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,set_oscillation_amplitude,设置振荡幅度,oscillation_amplitude:int,振荡幅度设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,set_oscillation_time,设置振荡时间,oscillation_time:float,振荡时间设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,set_circulation_pump_speed,设置循环泵转速,circulation_pump_speed:float,循环泵转速设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,set_hold_time,设置恒温时间,hold_time:float,恒温时间设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,set_temperature,设置温度,temperature:float,温度设置,写设定值
振荡恒温槽,shaking_thermostatic_bath,action,start,启动,,启动触发 / 启动完成,写触发→等完成→复位
振荡恒温槽,shaking_thermostatic_bath,property,status,设备运行状态,str,设备运行状态,读状态
振荡恒温槽,shaking_thermostatic_bath,property,fault,故障,bool,故障,读状态
振荡恒温槽,shaking_thermostatic_bath,property,idle,空闲,bool,空闲,读状态
振荡恒温槽,shaking_thermostatic_bath,property,device_ready,设备就绪,bool,设备就绪,读状态
振荡恒温槽,shaking_thermostatic_bath,property,fault_code,故障代码,int,故障代码,读状态
振荡恒温槽,shaking_thermostatic_bath,property,current_run_step,当前运行步骤,int,当前运行步骤,读状态
振荡恒温槽,shaking_thermostatic_bath,property,current_temperature,当前温度,float,当前温度,读状态
振荡恒温槽,shaking_thermostatic_bath,property,current_heating_power,实际加热功率,float,实际加热功率,读状态
振荡恒温槽,shaking_thermostatic_bath,property,current_oscillation_frequency,实际振荡频率,float,实际振荡频率,读状态
振荡恒温槽,shaking_thermostatic_bath,property,current_oscillation_amplitude,实际振荡幅度,int,实际振荡幅度,读状态
振荡恒温槽,shaking_thermostatic_bath,property,remaining_oscillation_time,剩余振荡时间,float,剩余振荡时间,读状态
振荡恒温槽,shaking_thermostatic_bath,property,current_circulation_pump_speed,实际循环泵转速,float,实际循环泵转速,读状态
振荡恒温槽,shaking_thermostatic_bath,property,liquid_level,液位监测,float,液位监测,读状态
振荡恒温槽,shaking_thermostatic_bath,property,pressure,压力监测,float,压力监测,读状态
振荡恒温槽,shaking_thermostatic_bath,property,temperature_deviation,温度偏差,float,温度偏差,读状态
振荡恒温槽,shaking_thermostatic_bath,action,set_overtemp_protection_threshold,设置过温保护阈值,overtemp_protection_threshold:float,过温保护阈值设置,写设定值
